,Time,Unix Time,Trans_Id,Name,Acc Num,Merchant Name,Merchant Acc Name,Amount,Category,Lat,Long,Is_Safe
0,2024-01-05 08:15:00,1641383700,TID123459,Bob,23456789012,EntertainmentCo,EC_Account,21.948058475152486,entertainment,34.0522,-118.2437,0
1,2024-01-05 12:30:00,1641401400,TID123463,Bob,23456789012,HealthBuddy,HB_Account,355.1190637581466,health_fitness,34.0522,-118.2437,1
2,2024-01-05 15:45:00,1641411900,TID123512,Bob,23456789012,HomeHeaven,HH_Account,6.025572531743901,home,34.0522,-118.2437,0
3,2024-01-05 19:00:00,1641422400,TID123476,Bob,23456789012,TravelGalaxy,TG_Account,1972.8173270364941,travel,34.0522,-118.2437,1
4,2024-01-05 22:15:00,1641432900,TID123456,Bob,23456789012,PetParadise,PP_Account,366.0079918238873,kids_pets,34.0522,-118.2437,0
5,2024-01-06 08:30:00,1641465000,TID123527,Bob,23456789012,HomeHeaven,HH_Account,1.955768217379114,home,34.0522,-118.2437,0
6,2024-01-06 12:45:00,1641482700,TID123469,Bob,23456789012,EateriesRUs,ER_Account,4.667726665890482,food_dining,34.0522,-118.2437,1
7,2024-01-06 16:00:00,1641493200,TID123532,Bob,23456789012,GroovyGadgets,GG_Account,142.53562067081396,misc,34.0522,-118.2437,0
8,2024-01-06 19:15:00,1641503700,TID123547,Bob,23456789012,SuperMart,SM_Account,20.498002787162996,grocery,34.0522,-118.2437,1
9,2024-01-06 22:30:00,1641514200,TID123489,Bob,23456789012,GasNGo,GNG_Account,37.824584956653005,gas_transport,34.0522,-118.2437,0
10,2024-01-07 08:45:00,1641546300,TID123537,Bob,23456789012,FashionHub,FH_Account,148.5733600167614,shopping,34.0522,-118.2437,1
11,2024-01-07 13:00:00,1641564000,TID123522,Bob,23456789012,HealthBuddy,HB_Account,498.0716079541181,health_fitness,34.0522,-118.2437,0
12,2024-01-07 16:15:00,1641574500,TID123458,Bob,23456789012,TravelGalaxy,TG_Account,1984.3357179956333,travel,34.0522,-118.2437,1
13,2024-01-07 19:30:00,1641585000,TID123461,Bob,23456789012,PetParadise,PP_Account,453.8126901706124,kids_pets,34.0522,-118.2437,0
14,2024-01-07 22:45:00,1641595500,TID123475,Bob,23456789012,HomeHeaven,HH_Account,3.1033465595438043,home,34.0522,-118.2437,0
15,2024-01-08 09:00:00,1641627600,TID123481,Bob,23456789012,EateriesRUs,ER_Account,7.535306040889808,food_dining,34.0522,-118.2437,1
16,2024-01-08 13:15:00,1641645300,TID123499,Bob,23456789012,GroovyGadgets,GG_Account,443.06399853671587,misc,34.0522,-118.2437,0
17,2024-01-08 16:30:00,1641655800,TID123541,Bob,23456789012,SuperMart,SM_Account,17.996710355392715,grocery,34.0522,-118.2437,1
18,2024-01-08 19:45:00,1641666300,TID123495,Bob,23456789012,GasNGo,GNG_Account,48.85626531482929,gas_transport,34.0522,-118.2437,0
19,2024-01-08 23:00:00,1641676800,TID123531,Bob,23456789012,FashionHub,FH_Account,150.32789058012054,shopping,34.0522,-118.2437,1
20,2024-01-09 08:15:00,1641708900,TID123501,Bob,23456789012,HealthBuddy,HB_Account,441.52266950954424,health_fitness,34.0522,-118.2437,0
21,2024-01-09 12:30:00,1641726600,TID123485,Bob,23456789012,TravelGalaxy,TG_Account,1890.8549792851861,travel,34.0522,-118.2437,1
22,2024-01-09 15:45:00,1641737100,TID123540,Bob,23456789012,PetParadise,PP_Account,364.000294275997,kids_pets,34.0522,-118.2437,0
23,2024-01-09 19:00:00,1641747600,TID123494,Bob,23456789012,HomeHeaven,HH_Account,3.357922835463955,home,34.0522,-118.2437,0
24,2024-01-09 22:15:00,1641758100,TID123545,Bob,23456789012,EateriesRUs,ER_Account,4.872933802174363,food_dining,34.0522,-118.2437,1
25,2024-01-10 08:30:00,1641790200,TID123478,Bob,23456789012,GroovyGadgets,GG_Account,315.43147370140446,misc,34.0522,-118.2437,0
26,2024-01-10 12:45:00,1641807900,TID123534,Bob,23456789012,SuperMart,SM_Account,20.479493195533397,grocery,34.0522,-118.2437,1
27,2024-01-10 16:00:00,1641818400,TID123479,Bob,23456789012,GasNGo,GNG_Account,38.56336468262664,gas_transport,34.0522,-118.2437,0
28,2024-01-10 19:15:00,1641828900,TID123470,Bob,23456789012,FashionHub,FH_Account,92.27604539966416,shopping,34.0522,-118.2437,1
29,2024-01-10 22:30:00,1641839400,TID123521,Bob,23456789012,HealthBuddy,HB_Account,336.38789244012355,health_fitness,34.0522,-118.2437,0
30,2024-01-11 08:45:00,1641871500,TID123551,Bob,23456789012,TravelGalaxy,TG_Account,1143.6755157186155,travel,34.0522,-118.2437,1
31,2024-01-11 13:00:00,1641889200,TID123484,Bob,23456789012,PetParadise,PP_Account,499.09606156649886,kids_pets,34.0522,-118.2437,0
32,2024-01-11 16:15:00,1641899700,TID123477,Bob,23456789012,HomeHeaven,HH_Account,5.356026310720065,home,34.0522,-118.2437,0
33,2024-01-11 19:30:00,1641910200,TID123500,Bob,23456789012,EateriesRUs,ER_Account,5.100554395072102,food_dining,34.0522,-118.2437,1
34,2024-01-11 22:45:00,1641920700,TID123488,Bob,23456789012,GroovyGadgets,GG_Account,229.79062787027624,misc,34.0522,-118.2437,0
35,2024-01-12 09:00:00,1641952800,TID123507,Bob,23456789012,SuperMart,SM_Account,21.634311029696107,grocery,34.0522,-118.2437,1
36,2024-01-12 13:15:00,1641970500,TID123546,Bob,23456789012,GasNGo,GNG_Account,46.8072249163482,gas_transport,34.0522,-118.2437,0
37,2024-01-12 16:30:00,1641981000,TID123520,Bob,23456789012,FashionHub,FH_Account,98.82613076611985,shopping,34.0522,-118.2437,1
38,2024-01-12 19:45:00,1641991500,TID123480,Bob,23456789012,HealthBuddy,HB_Account,1012.8807134396486,health_fitness,34.0522,-118.2437,0
39,2024-01-12 23:00:00,1642002000,TID123510,Bob,23456789012,TravelGalaxy,TG_Account,2498.4631925850877,travel,34.0522,-118.2437,1
40,2024-01-13 08:15:00,1642034100,TID123505,Bob,23456789012,PetParadise,PP_Account,525.5658261300761,kids_pets,34.0522,-118.2437,0
41,2024-01-13 12:30:00,1642051800,TID123506,Bob,23456789012,HomeHeaven,HH_Account,4.888368586670493,home,34.0522,-118.2437,0
42,2024-01-05 08:15:00,1641383700,TID123460,Bob,23456789012,SuperMart,SM_Account,20.337124322887806,grocery,40.7128,-74.006,1
43,2024-01-05 12:30:00,1641401400,TID123491,Bob,23456789012,EntertainmentCo,EC_Account,22.30724475797654,entertainment,34.0522,-118.2437,1
44,2024-01-05 15:45:00,1641411900,TID123525,Bob,23456789012,GasNGo,GNG_Account,39.23861748433661,gas_transport,37.7749,-122.4194,1
45,2024-01-05 19:00:00,1641422400,TID123533,Bob,23456789012,HomeGoods,HG_Account,1.540133906342534,home,41.8781,-87.6298,0
46,2024-01-05 22:15:00,1641432900,TID123486,Bob,23456789012,TravelGalaxy,TG_Account,1042.8504824277495,travel,35.6895,-105.943,1
47,2024-01-06 08:30:00,1641465000,TID123516,Bob,23456789012,EateriesRUs,ER_Account,3.0009512976114334,food_dining,38.9072,-77.037,1
48,2024-01-06 12:45:00,1641482700,TID123526,Bob,23456789012,GroovyGadgets,GG_Account,389.96384189492375,misc,33.4484,-112.074,0
49,2024-01-06 16:00:00,1641493200,TID123515,Bob,23456789012,SuperMart,SM_Account,18.408664671150767,grocery,41.8781,-87.6298,1
50,2024-01-06 19:15:00,1641503700,TID123535,Bob,23456789012,HealthBuddy,HB_Account,254.7567592443406,health_fitness,34.0522,-118.2437,1
